Customer ID,Age,Gender,Annual Income (k$),Spending Score (1-100),Purchase Frequency,Payment Method,Browsing Time (min),Total Purchases,Satisfaction Level
107495,46,Female,28,12,10,UPI,28,16,Low
107496,24,Male,35,53,10,UPI,59,24,Medium
107497,31,Male,114,75,17,Cash,5,32,High
107498,29,Male,111,10,21,Debit Card,103,6,Low
107499,52,Female,15,61,14,Credit Card,109,49,Medium
107500,22,Female,123,55,5,Credit Card,76,45,Medium
107501,34,Male,96,99,3,Debit Card,73,30,Medium
107502,59,Male,32,68,11,Credit Card,36,23,Medium
107503,49,Male,72,42,19,Debit Card,5,19,Medium
107504,27,Male,140,66,20,UPI,70,25,Medium
107505,34,Female,87,44,19,Credit Card,46,25,Medium
107506,22,Male,124,28,14,Cash,114,2,Low
107507,59,Female,66,78,15,Cash,83,10,Medium
107508,26,Male,60,58,3,Credit Card,110,41,Medium
107509,50,Female,121,93,3,Cash,13,27,Medium
107510,53,Female,27,2,23,Debit Card,80,44,Low
107511,53,Male,110,55,9,Debit Card,78,8,Medium
107512,35,Female,31,34,11,Cash,28,41,Low
107513,26,Female,81,97,15,Credit Card,109,43,Medium
107514,46,Female,75,20,17,Credit Card,118,33,Low
107515,31,Male,79,47,24,Credit Card,23,43,Medium
107516,42,Female,147,94,12,UPI,55,19,Medium
107517,32,Female,103,26,17,Credit Card,85,30,Low
107518,23,Male,70,84,9,Credit Card,6,34,Medium
107519,59,Male,19,1,13,Debit Card,14,14,Low
107520,46,Female,115,65,8,UPI,73,36,Medium
107521,32,Female,101,89,22,Debit Card,107,20,High
107522,46,Male,75,97,6,Cash,10,23,Medium
107523,21,Male,83,87,23,Cash,66,15,High
107524,35,Female,77,75,24,Credit Card,70,2,High
107525,56,Female,58,15,7,UPI,12,24,Low
107526,33,Male,42,14,1,Cash,72,24,Low
107527,28,Male,27,55,10,Credit Card,63,31,Medium
107528,31,Female,44,1,15,UPI,54,16,Low
107529,20,Female,77,33,14,Cash,99,4,Low
107530,59,Male,87,70,4,Cash,40,34,Medium
107531,55,Female,71,56,4,UPI,12,15,Medium
107532,59,Female,78,23,9,UPI,99,19,Low
107533,35,Female,66,54,15,UPI,21,19,Medium
107534,37,Female,77,90,12,UPI,63,48,Medium
107535,42,Male,107,3,9,Cash,114,44,Low
107536,55,Male,121,46,3,UPI,108,35,Medium
107537,30,Female,123,6,15,Debit Card,82,20,Low
107538,21,Female,102,25,21,Debit Card,12,47,Low
107539,31,Female,59,17,11,Cash,93,39,Low
107540,50,Female,122,28,6,Cash,82,41,Low
107541,45,Male,60,32,15,Credit Card,91,29,Low
107542,54,Female,91,93,7,Cash,47,15,Medium
107543,25,Female,60,23,19,UPI,109,20,Low
107544,51,Male,143,16,14,UPI,67,32,Low
107545,22,Male,106,96,4,Cash,85,13,Medium
107546,22,Female,26,26,21,Debit Card,117,7,Low
107547,48,Male,102,33,1,Credit Card,16,16,Low
107548,26,Male,87,58,24,Cash,88,10,Medium
107549,59,Female,116,48,23,Cash,102,2,Medium
107550,49,Female,113,83,13,Credit Card,60,38,Medium
107551,50,Male,72,55,11,Debit Card,53,18,Medium
107552,20,Female,142,41,18,Cash,56,34,Medium
107553,47,Male,131,62,23,Debit Card,15,21,Medium
107554,29,Male,49,17,9,UPI,31,21,Low
107555,46,Male,98,59,21,Debit Card,66,1,Medium
107556,20,Female,80,14,11,UPI,13,15,Low
107557,43,Female,40,82,6,Credit Card,86,10,Medium
107558,47,Male,56,21,16,Cash,106,35,Low
107559,26,Male,91,63,5,UPI,40,25,Medium
107560,43,Female,44,46,1,Debit Card,50,32,Medium
107561,19,Male,130,55,22,Cash,96,31,Medium
107562,20,Male,50,62,14,UPI,88,10,Medium
107563,21,Female,33,39,23,UPI,110,3,Low
107564,42,Female,36,42,21,Debit Card,33,22,Medium
107565,30,Female,79,48,19,UPI,72,38,Medium
107566,56,Female,71,28,6,Credit Card,83,2,Low
107567,52,Male,25,84,12,UPI,45,23,Medium
107568,40,Female,40,6,7,Debit Card,112,41,Low
107569,26,Female,33,59,10,Cash,32,40,Medium
107570,19,Male,97,90,10,Debit Card,68,24,Medium
107571,58,Male,81,70,13,Debit Card,108,32,Medium
107572,48,Male,70,39,7,Cash,28,33,Low
107573,19,Female,32,57,19,UPI,105,49,Medium
107574,49,Male,127,54,1,Credit Card,20,27,Medium
107575,35,Female,19,60,15,Debit Card,26,13,Medium
107576,30,Male,126,90,14,Debit Card,51,37,Medium
107577,22,Female,129,17,13,Credit Card,21,39,Low
107578,59,Male,81,40,7,Debit Card,5,29,Low
107579,27,Female,84,66,12,Cash,35,41,Medium
107580,42,Female,66,85,8,UPI,93,25,Medium
107581,51,Male,141,54,15,Cash,16,46,Medium
107582,54,Male,79,71,17,Debit Card,24,19,High
107583,47,Female,94,44,21,Cash,23,1,Medium
107584,24,Male,127,84,12,Debit Card,9,35,Medium
107585,23,Female,125,67,13,UPI,19,16,Medium
107586,20,Female,67,57,8,Cash,109,8,Medium
107587,30,Female,147,36,10,Cash,29,7,Low
107588,20,Male,130,57,7,Credit Card,39,21,Medium
107589,43,Female,86,43,2,Credit Card,112,11,Medium
107590,41,Female,35,44,16,Debit Card,59,26,Medium
107591,23,Female,117,62,4,Cash,67,15,Medium
107592,59,Female,121,83,6,UPI,119,45,Medium
107593,29,Male,77,61,7,UPI,51,6,Medium
107594,53,Male,91,94,23,Credit Card,71,37,High
107595,19,Female,89,11,19,Credit Card,86,4,Low
107596,28,Male,77,77,24,Credit Card,68,19,High
107597,56,Male,81,33,23,UPI,26,47,Low
107598,51,Female,50,66,4,UPI,84,21,Medium
107599,43,Male,148,23,10,UPI,83,37,Low
107600,35,Male,51,49,4,Debit Card,73,43,Medium
107601,38,Male,107,20,20,Cash,110,18,Low
107602,53,Male,89,94,5,Debit Card,110,42,Medium
107603,57,Male,129,15,14,Cash,81,48,Low
107604,39,Male,91,66,11,Cash,118,36,Medium
107605,47,Female,27,30,2,Cash,96,37,Low
107606,47,Male,52,89,9,Credit Card,78,15,Medium
107607,25,Female,31,4,22,Cash,84,38,Low
107608,51,Female,137,64,12,Credit Card,6,2,Medium
107609,26,Female,128,65,24,Cash,118,42,Medium
107610,37,Male,40,8,1,Debit Card,104,31,Low
107611,57,Male,46,52,22,Debit Card,119,6,Medium
107612,42,Female,100,14,15,Cash,29,19,Low
107613,36,Female,112,58,6,Debit Card,65,38,Medium
107614,22,Female,105,11,24,Debit Card,9,15,Low
107615,28,Male,135,59,17,Cash,32,33,Medium
107616,32,Male,71,24,21,Cash,85,40,Low
107617,25,Male,121,88,15,Credit Card,70,26,Medium
107618,36,Female,36,32,14,Debit Card,19,30,Low
107619,40,Male,126,89,19,Debit Card,59,11,High
107620,44,Male,99,46,22,Cash,42,46,Medium
107621,57,Female,94,28,9,UPI,97,1,Low
107622,49,Male,87,16,3,Credit Card,27,14,Low
107623,43,Female,91,42,15,Credit Card,86,10,Medium
107624,44,Male,88,16,17,UPI,18,17,Low
107625,36,Female,141,12,2,Credit Card,36,11,Low
107626,59,Male,135,76,4,Credit Card,48,42,Medium
107627,46,Female,99,62,14,Debit Card,74,15,Medium
107628,56,Male,96,34,11,Debit Card,96,12,Low
107629,58,Female,35,38,12,Cash,86,3,Low
107630,50,Female,88,84,23,Cash,103,22,High
107631,36,Male,23,47,16,Credit Card,62,26,Medium
107632,54,Male,27,79,12,UPI,106,39,Medium
107633,36,Female,31,22,2,Cash,8,43,Low
107634,50,Male,140,80,7,Cash,119,49,Medium
107635,33,Female,101,88,21,UPI,66,23,High
107636,40,Female,30,3,23,Credit Card,117,16,Low
107637,24,Male,38,1,3,Credit Card,64,3,Low
107638,43,Male,89,53,3,Cash,99,30,Medium
107639,49,Male,117,64,13,Credit Card,79,13,Medium
107640,29,Female,100,44,7,Credit Card,114,8,Medium
107641,25,Female,119,47,5,Cash,63,24,Medium
107642,22,Male,56,38,21,Cash,79,5,Low
107643,59,Female,32,63,5,Debit Card,33,7,Medium
107644,45,Female,92,81,20,Debit Card,23,27,High
107645,22,Male,106,41,22,Credit Card,21,12,Medium
107646,43,Female,25,21,6,UPI,8,41,Low
107647,22,Female,140,45,13,Debit Card,48,49,Medium
107648,39,Female,111,13,7,Credit Card,8,25,Low
107649,32,Male,67,66,2,UPI,63,42,Medium
107650,30,Male,97,66,22,Debit Card,16,33,Medium
107651,45,Female,61,43,9,Debit Card,117,15,Medium
107652,50,Male,66,62,19,Credit Card,51,31,Medium
107653,40,Female,71,89,2,Cash,11,11,Medium
107654,50,Male,89,92,13,Cash,89,36,Medium
107655,35,Female,73,48,8,UPI,101,6,Medium
107656,47,Female,83,26,16,Cash,105,45,Low
107657,43,Female,100,99,1,Credit Card,16,26,Medium
107658,33,Female,85,92,11,Debit Card,75,8,Medium
107659,30,Male,47,61,8,UPI,58,39,Medium
107660,56,Female,17,62,21,Cash,62,37,Medium
107661,50,Female,42,97,20,Debit Card,67,37,High
107662,43,Male,15,82,1,Credit Card,19,48,Medium
107663,18,Male,140,14,21,Credit Card,41,30,Low
107664,55,Female,127,54,7,Debit Card,60,38,Medium
107665,19,Female,61,41,9,Credit Card,77,16,Medium
107666,23,Male,51,60,22,Credit Card,101,15,Medium
107667,55,Female,100,9,2,Debit Card,106,38,Low
107668,59,Female,62,44,21,Cash,84,8,Medium
107669,41,Female,122,56,19,UPI,35,35,Medium
107670,35,Female,33,94,6,Debit Card,19,9,Medium
107671,44,Female,97,3,5,Debit Card,6,21,Low
107672,58,Female,79,98,13,Cash,17,41,Medium
107673,25,Female,40,97,10,UPI,9,5,Medium
107674,45,Female,113,91,1,Credit Card,52,19,Medium
107675,27,Female,91,59,18,Cash,37,48,Medium
107676,34,Male,84,73,21,UPI,36,16,High
107677,46,Male,57,13,14,Debit Card,57,18,Low
107678,23,Male,84,30,12,UPI,110,12,Low
107679,31,Female,73,53,6,Cash,116,16,Medium
107680,39,Female,17,80,14,Credit Card,113,5,Medium
107681,23,Female,147,51,17,UPI,25,3,Medium
107682,43,Male,99,42,7,UPI,70,7,Medium
107683,56,Male,109,26,3,Debit Card,104,32,Low
107684,29,Female,92,59,17,UPI,65,31,Medium
107685,52,Male,115,69,23,Debit Card,58,14,Medium
107686,31,Male,97,91,23,Cash,101,24,High
107687,39,Female,98,79,10,Credit Card,79,48,Medium
107688,40,Female,135,92,3,Cash,45,33,Medium
107689,24,Male,149,3,16,UPI,91,5,Low
107690,57,Female,67,41,6,UPI,42,8,Medium
107691,42,Male,128,1,4,Debit Card,37,2,Low
107692,30,Male,20,65,20,Debit Card,108,39,Medium
107693,38,Male,149,70,9,Cash,12,38,Medium
107694,58,Female,32,75,7,Cash,104,42,Medium
107695,27,Male,68,50,16,Cash,40,35,Medium
107696,26,Male,141,80,6,Credit Card,37,38,Medium
107697,32,Female,39,97,12,Debit Card,33,34,Medium
107698,19,Female,77,88,3,Cash,99,30,Medium
107699,42,Male,129,59,12,Debit Card,61,49,Medium
107700,30,Female,65,96,20,Cash,98,23,High
107701,51,Female,42,74,14,Credit Card,76,4,Medium
107702,51,Male,87,63,14,Debit Card,65,35,Medium
107703,52,Female,86,25,9,Debit Card,94,14,Low
107704,55,Male,99,10,4,Debit Card,91,22,Low
107705,20,Female,124,77,23,Debit Card,118,30,High
107706,59,Female,44,1,20,Credit Card,59,3,Low
107707,23,Male,23,99,15,Cash,56,11,Medium
107708,36,Male,96,14,7,Credit Card,119,10,Low
107709,20,Female,78,21,20,Debit Card,47,3,Low
107710,35,Female,52,58,19,UPI,30,41,Medium
107711,56,Female,133,38,6,Credit Card,110,48,Low
107712,26,Male,36,1,19,UPI,106,5,Low
107713,29,Female,113,84,7,Debit Card,107,15,Medium
107714,22,Male,120,5,1,Debit Card,6,48,Low
107715,20,Female,78,44,7,Credit Card,59,6,Medium
107716,28,Female,23,96,3,UPI,94,4,Medium
107717,47,Female,140,65,6,Credit Card,22,23,Medium
107718,21,Female,109,57,23,Credit Card,95,45,Medium
107719,22,Female,102,45,6,Credit Card,54,1,Medium
107720,18,Male,127,60,11,Debit Card,85,34,Medium
107721,44,Male,86,66,2,Cash,49,15,Medium
107722,45,Male,64,95,6,UPI,19,4,Medium
107723,46,Female,95,47,22,Cash,111,27,Medium
107724,35,Male,47,26,18,Cash,11,13,Low
107725,29,Male,77,9,23,Debit Card,85,46,Low
107726,30,Female,119,51,14,Debit Card,87,47,Medium
107727,58,Female,113,94,12,Debit Card,31,40,Medium
107728,19,Male,20,8,9,Credit Card,44,32,Low
107729,54,Male,149,5,13,Debit Card,21,9,Low
107730,33,Male,23,39,20,Debit Card,36,37,Low
107731,41,Male,115,68,21,Debit Card,20,25,Medium
107732,52,Male,75,40,22,Debit Card,67,3,Low
107733,39,Male,113,36,1,Cash,98,39,Low
107734,53,Male,72,21,8,Cash,82,40,Low
107735,28,Female,74,97,9,Debit Card,64,16,Medium
107736,46,Male,49,26,17,Cash,118,17,Low
107737,52,Female,61,75,13,Debit Card,109,27,Medium
107738,32,Female,60,85,4,UPI,86,10,Medium
107739,48,Female,101,86,6,Credit Card,90,1,Medium
107740,59,Male,18,56,13,Debit Card,56,29,Medium
107741,58,Male,24,57,17,Cash,84,18,Medium
107742,33,Female,121,59,19,Credit Card,53,32,Medium
107743,27,Male,89,7,23,Cash,53,37,Low
107744,49,Male,54,42,24,UPI,84,43,Medium
107745,19,Female,141,13,8,UPI,30,33,Low
107746,41,Male,133,84,21,Credit Card,55,22,High
107747,40,Female,87,79,17,UPI,47,43,High
107748,19,Female,54,34,17,Debit Card,74,11,Low
107749,55,Female,110,53,24,UPI,119,37,Medium
107750,48,Female,37,46,21,Cash,75,29,Medium
107751,57,Male,129,57,15,Debit Card,13,20,Medium
107752,43,Female,130,61,1,Cash,48,22,Medium
107753,46,Male,147,89,2,Credit Card,68,32,Medium
107754,20,Male,35,56,20,Credit Card,94,8,Medium
107755,31,Male,17,29,10,Credit Card,6,22,Low
107756,42,Male,60,92,16,Cash,40,15,High
107757,18,Female,104,14,23,Cash,7,35,Low
107758,20,Female,93,68,4,Credit Card,58,16,Medium
107759,43,Female,141,71,8,Cash,25,44,Medium
107760,35,Female,67,13,16,Credit Card,112,29,Low
107761,26,Female,35,17,7,Credit Card,71,34,Low
107762,55,Male,104,29,5,Cash,13,20,Low
107763,40,Female,127,81,23,Debit Card,16,13,High
107764,38,Male,65,83,8,Credit Card,76,13,Medium
107765,18,Male,82,90,3,UPI,119,31,Medium
107766,38,Female,130,73,3,Debit Card,41,21,Medium
107767,44,Male,97,2,18,Debit Card,89,30,Low
107768,59,Male,109,62,4,Debit Card,41,48,Medium
107769,23,Female,43,20,4,Debit Card,108,25,Low
107770,53,Female,124,87,15,Credit Card,71,30,Medium
107771,45,Female,85,82,15,Credit Card,119,10,Medium
107772,34,Male,52,56,4,Credit Card,60,7,Medium
107773,57,Female,141,90,2,UPI,109,34,Medium
107774,20,Female,86,52,23,Credit Card,89,4,Medium
107775,29,Male,73,25,3,Credit Card,67,22,Low
107776,56,Female,42,62,10,UPI,30,29,Medium
107777,29,Male,60,17,1,Credit Card,92,4,Low
107778,19,Male,85,39,18,Cash,50,1,Low
107779,39,Female,52,10,5,Cash,57,48,Low
107780,40,Male,131,59,9,Credit Card,64,23,Medium
107781,47,Male,122,25,20,Debit Card,102,23,Low
107782,22,Female,109,28,6,Credit Card,36,6,Low
107783,26,Female,77,90,19,UPI,95,5,High
107784,38,Female,117,76,9,Debit Card,66,23,Medium
107785,28,Male,19,61,18,UPI,51,38,Medium
107786,22,Male,121,58,24,Cash,65,7,Medium
107787,52,Female,72,44,15,UPI,98,5,Medium
107788,44,Female,21,83,15,Credit Card,8,33,Medium
107789,19,Female,101,23,14,Cash,6,26,Low
107790,41,Male,111,78,3,Debit Card,27,21,Medium
107791,48,Female,59,17,8,Credit Card,59,34,Low
107792,50,Male,30,79,19,Cash,45,26,High
107793,56,Female,78,85,11,Debit Card,72,10,Medium
107794,47,Male,51,38,4,Cash,41,2,Low
107795,54,Male,23,30,15,Debit Card,15,20,Low
107796,45,Female,104,19,24,Debit Card,40,14,Low
107797,48,Male,88,32,10,UPI,104,7,Low
107798,28,Male,139,93,20,Credit Card,19,10,High
107799,40,Female,65,86,11,Debit Card,105,31,Medium
107800,19,Female,46,20,9,Debit Card,71,8,Low
107801,57,Male,102,64,22,UPI,116,1,Medium
107802,58,Male,40,36,17,Debit Card,34,29,Low
107803,44,Male,80,65,9,Debit Card,61,31,Medium
107804,52,Female,87,83,23,Cash,66,8,High
107805,19,Male,64,43,9,Credit Card,91,16,Medium
107806,56,Male,59,26,24,UPI,37,46,Low
107807,54,Female,101,7,9,UPI,69,19,Low
107808,38,Female,47,34,23,Debit Card,5,26,Low
107809,22,Female,33,36,22,Debit Card,7,10,Low
107810,38,Female,127,6,2,UPI,13,18,Low
107811,46,Female,36,37,13,Debit Card,36,2,Low
107812,37,Male,111,62,23,Debit Card,81,37,Medium
107813,55,Male,19,86,1,Cash,49,29,Medium
107814,37,Male,140,73,6,UPI,99,2,Medium
107815,42,Female,92,60,6,Debit Card,61,3,Medium
107816,19,Female,44,93,16,Credit Card,25,24,High
107817,49,Female,105,64,12,Debit Card,27,9,Medium
107818,43,Male,96,50,15,Cash,81,43,Medium
107819,23,Female,102,52,7,Cash,30,48,Medium
107820,58,Female,146,17,2,UPI,93,14,Low
107821,20,Female,119,60,12,Cash,76,46,Medium
107822,50,Male,81,77,20,Cash,108,43,High
107823,18,Female,132,81,2,Credit Card,34,11,Medium
107824,22,Female,44,54,4,Cash,119,43,Medium
107825,30,Male,125,10,3,Debit Card,73,24,Low
107826,36,Female,53,25,2,Cash,28,14,Low
107827,29,Female,100,18,18,Credit Card,78,18,Low
107828,42,Female,55,64,3,UPI,87,36,Medium
107829,52,Male,45,79,10,Credit Card,68,13,Medium
107830,29,Female,141,59,12,Debit Card,39,34,Medium
107831,47,Female,78,27,4,Debit Card,26,19,Low
107832,22,Male,131,58,23,UPI,43,41,Medium
107833,51,Male,33,61,20,Credit Card,59,11,Medium
107834,39,Female,125,83,7,Credit Card,106,49,Medium
107835,56,Male,128,79,20,UPI,11,26,High
107836,30,Female,39,71,19,UPI,66,5,High
107837,20,Male,135,43,8,UPI,43,21,Medium
107838,37,Female,113,80,3,UPI,24,9,Medium
107839,48,Female,104,88,15,Debit Card,108,48,Medium
107840,22,Female,17,87,8,Debit Card,60,12,Medium
107841,41,Male,144,11,18,UPI,100,1,Low
107842,57,Male,19,88,14,Cash,70,49,Medium
107843,50,Female,34,5,19,UPI,19,14,Low
107844,25,Female,52,58,4,Cash,78,26,Medium
107845,41,Female,115,39,3,Cash,25,7,Low
107846,37,Female,142,48,22,Credit Card,83,16,Medium
107847,33,Male,116,94,9,Cash,38,15,Medium
107848,29,Male,50,80,10,Cash,39,4,Medium
107849,30,Female,113,20,8,Cash,119,30,Low
107850,59,Male,127,93,20,Debit Card,9,23,High
107851,56,Male,51,81,2,Credit Card,60,22,Medium
107852,42,Male,68,19,1,Credit Card,87,15,Low
107853,49,Female,106,60,4,Cash,11,17,Medium
107854,41,Female,84,26,16,Debit Card,57,2,Low
107855,26,Male,98,79,5,UPI,114,8,Medium
107856,57,Male,25,25,18,Debit Card,48,6,Low
107857,40,Female,102,15,14,Credit Card,62,39,Low
107858,30,Female,101,84,13,Cash,110,28,Medium
107859,49,Female,45,94,16,Debit Card,46,48,High
107860,32,Male,115,21,15,Cash,104,5,Low
107861,53,Male,74,47,19,UPI,22,21,Medium
107862,22,Male,75,35,4,Debit Card,10,20,Low
107863,39,Female,81,44,19,UPI,8,43,Medium
107864,33,Female,93,6,24,UPI,73,34,Low
107865,58,Female,85,75,13,Credit Card,18,7,Medium
107866,27,Female,81,23,11,Credit Card,45,30,Low
107867,41,Female,142,39,18,Cash,51,30,Low
107868,35,Male,125,73,11,UPI,101,15,Medium
107869,35,Male,30,18,22,UPI,57,27,Low
107870,24,Male,59,40,1,Credit Card,25,9,Low
107871,21,Female,48,36,15,UPI,17,27,Low
107872,43,Male,58,28,24,Debit Card,70,2,Low
107873,22,Female,131,64,10,UPI,19,36,Medium
107874,33,Male,139,83,22,UPI,115,27,High
107875,52,Male,117,94,4,Credit Card,84,47,Medium
107876,43,Female,134,58,6,Credit Card,103,40,Medium
107877,35,Male,49,38,2,Cash,49,25,Low
107878,46,Male,140,79,17,Credit Card,88,36,High
107879,40,Male,89,44,12,Debit Card,69,40,Medium
107880,31,Male,98,76,22,UPI,50,7,High
107881,32,Male,67,2,24,Cash,7,13,Low
107882,50,Male,72,73,5,UPI,21,37,Medium
107883,42,Male,64,35,24,Credit Card,21,20,Low
107884,38,Female,125,1,19,UPI,109,22,Low
107885,34,Male,125,46,6,UPI,88,18,Medium
107886,40,Female,134,60,17,Debit Card,24,11,Medium
107887,34,Male,79,63,19,UPI,8,6,Medium
107888,31,Female,120,95,20,Debit Card,79,4,High
107889,46,Female,105,92,21,UPI,19,3,High
107890,37,Male,40,45,3,Credit Card,61,6,Medium
107891,47,Female,86,57,8,Cash,49,15,Medium
107892,36,Female,58,37,5,Credit Card,31,3,Low
107893,56,Male,104,7,23,Cash,92,17,Low
107894,30,Female,147,16,5,UPI,24,30,Low
107895,35,Male,138,50,24,Credit Card,112,22,Medium
107896,40,Female,19,14,17,Debit Card,83,2,Low
107897,50,Female,141,97,19,Credit Card,10,16,High
107898,56,Female,127,6,19,Debit Card,22,22,Low
107899,57,Female,125,61,10,UPI,90,49,Medium
107900,35,Male,91,21,3,UPI,53,11,Low
107901,26,Male,27,10,22,Cash,89,36,Low
107902,50,Male,72,32,13,Credit Card,28,12,Low
107903,49,Male,144,6,16,UPI,85,40,Low
107904,34,Male,102,2,12,Cash,15,35,Low
107905,36,Female,50,39,22,Cash,22,43,Low
107906,44,Male,39,49,21,UPI,39,45,Medium
107907,23,Female,48,27,17,Debit Card,59,41,Low
107908,52,Male,33,56,2,Debit Card,99,15,Medium
107909,54,Male,128,14,16,Cash,32,44,Low
107910,51,Male,120,23,11,UPI,92,42,Low
107911,37,Male,51,85,1,Credit Card,40,21,Medium
107912,42,Female,121,51,12,Credit Card,113,4,Medium
107913,21,Male,143,94,6,Cash,28,7,Medium
107914,27,Female,74,25,19,Credit Card,37,29,Low
107915,27,Female,81,53,5,UPI,119,41,Medium
107916,41,Male,93,88,22,Credit Card,98,6,High
107917,38,Female,125,11,21,Credit Card,41,39,Low
107918,28,Female,62,35,3,UPI,17,17,Low
107919,44,Male,102,55,18,Debit Card,20,36,Medium
107920,33,Female,54,58,18,Debit Card,116,2,Medium
107921,43,Male,148,68,12,Cash,47,17,Medium
107922,47,Male,110,37,18,UPI,77,29,Low
107923,33,Female,75,77,10,Debit Card,54,27,Medium
107924,24,Female,19,9,4,Credit Card,115,7,Low
107925,33,Female,51,28,20,Cash,17,11,Low
107926,52,Female,120,55,19,UPI,75,26,Medium
107927,33,Female,113,46,24,UPI,39,39,Medium
107928,57,Female,22,80,4,Cash,112,32,Medium
107929,29,Female,101,70,24,Debit Card,94,23,Medium
107930,52,Male,98,27,11,Cash,118,46,Low
107931,38,Male,25,10,3,Cash,77,40,Low
107932,53,Male,85,23,15,UPI,39,7,Low
107933,34,Female,108,21,16,UPI,28,1,Low
107934,49,Female,137,90,12,Credit Card,101,25,Medium
107935,58,Female,120,45,18,Cash,89,31,Medium
107936,23,Male,63,3,24,UPI,57,6,Low
107937,41,Male,21,59,6,UPI,90,28,Medium
107938,44,Male,115,43,15,UPI,43,31,Medium
107939,37,Female,65,99,2,UPI,23,36,Medium
107940,42,Male,19,7,23,Cash,48,16,Low
107941,19,Male,27,27,12,Cash,50,15,Low
107942,26,Female,56,62,10,Debit Card,49,22,Medium
107943,45,Male,139,42,23,Cash,36,18,Medium
107944,55,Male,147,97,4,UPI,9,8,Medium
107945,20,Male,76,4,8,Credit Card,80,10,Low
107946,37,Female,143,90,15,Cash,108,37,Medium
107947,23,Male,88,62,19,Debit Card,10,39,Medium
107948,56,Female,128,8,16,Cash,86,49,Low
107949,50,Female,68,84,13,UPI,11,6,Medium
107950,18,Male,130,17,15,Debit Card,87,43,Low
107951,54,Male,145,5,14,UPI,19,10,Low
107952,23,Female,97,63,15,UPI,110,39,Medium
107953,51,Female,144,9,12,Cash,77,7,Low
107954,32,Female,63,8,11,Cash,24,42,Low
107955,43,Female,45,7,21,Debit Card,116,45,Low
107956,31,Female,88,37,3,Debit Card,63,35,Low
107957,24,Male,131,55,14,Debit Card,88,28,Medium
107958,48,Female,17,67,2,Debit Card,8,25,Medium
107959,41,Male,138,8,18,Credit Card,78,28,Low
107960,48,Female,99,69,3,Debit Card,110,9,Medium
107961,46,Male,78,5,9,Cash,44,5,Low
107962,59,Female,32,17,11,Credit Card,69,16,Low
107963,49,Male,48,58,3,UPI,39,29,Medium
107964,34,Male,70,63,5,UPI,92,43,Medium
107965,31,Female,81,27,9,Debit Card,48,23,Low
107966,57,Female,105,76,10,UPI,11,18,Medium
107967,53,Male,81,92,6,Credit Card,26,26,Medium
107968,41,Male,124,68,6,Cash,27,47,Medium
107969,44,Male,54,28,11,Cash,69,5,Low
107970,42,Female,147,89,17,Credit Card,92,8,High
107971,49,Female,105,58,2,Debit Card,24,40,Medium
107972,35,Female,63,50,9,Debit Card,36,19,Medium
107973,35,Female,78,67,24,Debit Card,99,37,Medium
107974,54,Male,126,31,18,Credit Card,101,28,Low
107975,43,Female,114,12,5,Debit Card,40,4,Low
